,year,party,window_id,terms,dynamic_id,topic_label,sub_topic,major_topic
3175,1984,Dem,55,"['system', 'study', 'identification', 'national', 'transplant', 'organ', 'interstate', 'river', 'highway', 'open_door', 'rail', 'merit_pay', 'card', 'place', 'establish', 'datum', 'bankruptcy', 'develop', 'safety', 'believe']",42,?_?,,
3183,1984,Dem,63,"['problem', 'concern', 'solve', 'border', 'face', 'immigration', 'approach', 'solution', 'many', 'hunger', 'help', 'mexico', 'area', 'serious', 'create', 'real', 'solve_problem', 'situation', 'raise', 'willing']",31,?_?,,
3198,1984,Dem,78,"['give', 'kind', 'right', 'suggest', 'many', 'opportunity', 'able', 'reason', 'feel', 'same', 'seem', 'part', 'own', 'course', 'much', 'more', 'life', 'power', 'way', 'believe']",77,?_?,,
3209,1985,Dem,9,"['south_africa', 'apartheid', 'south_african', 'sanction', 'investment', 'policy', 'antiapartheid_act', 'africa', 'policy_constructive', 'white', 'constructive_engagement', 'engagement', 'government', 'black_south', 'economic_sanction', 'economic', 'political', 'change', 'computer', 'black']",80,?_?,human rights,international affairs
3228,1985,Dem,28,"['housing', 'new', 'unit', 'homeless', 'public_housing', 'construction', 'banking_finance', 'urban_affair', 'reconciliation', 'navy', 'banking_committee', 'old', 'build', 'bay', 'selfhelp', 'facility', 'live', 'bond', 'fort', 'housing_unit']",43,housing_?,general,housing
3231,1985,Dem,31,"['study', 'woman', 'discrimination', 'wage', 'pay_equity', 'classification_system', 'minority', 'job', 'federal_government', 'practice', 'equal', 'man', 'comparable_worth', 'civil_right', 'economic', 'classification', 'hispanic', 'women', 'base', 'determine']",120,?_?,discrimination,civil rights
3237,1985,Dem,37,"['provide', 'necessary', 'amount', 'available', 'such', 'waiver', 'additional', 'appropriate', 'authority', 'opportunity', 'adopt', 'require', 'request', 'use', 'emergency', 'full', 'open', 'general', 'chairman_rank', 'contain']",70,?_?,,
3239,1985,Dem,39,"['cost', 'contractor', 'taxpayer', 'saving', 'contract', 'estimate', 'unallowable', 'require', 'navy', 'reduce', 'allowable', 'additional', 'claim', 'submit', 'payment', 'save', 'disallow', 'bid', 'medicare', 'office']",40,?_costs,,
3257,1985,Dem,57,"['problem', 'face', 'solve', 'solution', 'create', 'concern', 'drug', 'solve_problem', 'approach', 'bad', 'real', 'cause', 'more', 'care', 'exist', 'help', 'believe', 'involve', 'major', 'reclaim_time']",31,?_?,,
3258,1985,Dem,58,"['system', 'farm_credit', 'bank', 'mobile', 'asat', 'satellite', 'financial', 'midgetman', 'computer', 'infrastructure', 'intelsat', 'deploy', 'credit', 'test', 'nation', 'reform', 'stability', 'current', 'soviet', 'crisis']",42,?_?,,
3263,1985,Dem,63,"['give', 'opportunity', 'chance', 'assurance', 'kind', 'fair', 'notice', 'great', 'least', 'power', 'well', 'believe', 'first', 'little', 'serious', 'wrong', 'life', 'authority', 'decision', 'speak']",77,?_?,,
3269,1985,Dem,69,"['service', 'serve', 'health', 'personnel', 'health_care', 'office', 'hospital', 'amtrak', 'care', 'medicare', 'health_human', 'foreign', 'department', 'community', 'many', 'agency', 'medical', 'officer', 'secretary', 'elderly']",30,?_?,,
3287,1986,Dem,7,"['use', 'polygraph', 'standard', 'test', 'purpose', 'patent', 'person', 'property', 'require', 'fuel', 'intent', 'term', 'pesticide', 'such', 'determine', 'reason', 'apply', 'use_polygraph', 'product', 'activity']",34,?_?,,
3289,1986,Dem,9,"['service', 'community', 'block_grant', 'head_start', 'food_nutrition', 'dependent_care', 'air', 'lowincome', 'vital', 'essential', 'cooperative_extension', 'home', 'cut', 'serve', 'amtrak', 'receive', 'include', 'health_human', 'revenue_sharing', 'center']",30,?_?,,
3293,1986,Dem,13,"['housing', 'public_housing', 'unit', 'family', 'hud', 'city', 'homeless', 'build', 'new', 'tenant', 'home', 'community', 'poor', 'lowincome', 'elderly', 'fha', 'udag', 'shelter', 'crisis', 'nehemiah']",43,housing_?,general,housing
3316,1986,Dem,36,"['provide', 'assistance', 'fiscal_year', 'new', 'additional', 'waiver', 'necessary', 'title', 'chairman_rank', 'minority_member', 'rule_waive', 'available', 'authorization', 'contain', 'amount', 'such', 'waive', 'appropriate', 'include', 'require']",70,?_?,,
3320,1986,Dem,40,"['policy', 'central_america', 'economic', 'interest', 'region', 'alternative', 'fiscal', 'believe', 'grow', 'national', 'crop', 'foreign_policy', 'seek', 'public', 'respect', 'own', 'economy', 'stop', 'ally', 'goal']",80,?_?,,
3329,1986,Dem,49,"['system', 'farm_credit', 'loan', 'loss', 'borrower', 'plan', 'institution', 'interest_rate', 'financial', 'new', 'transit', 'computer', 'foreclosure', 'federal_employee', 'river', 'retirement_system', 'permit', 'change', 'accounting', 'capital']",42,?_?,,
3334,1986,Dem,54,"['problem', 'face', 'real', 'solve', 'many', 'solution', 'approach', 'serious', 'economic', 'mexico', 'serious_problem', 'area', 'help', 'crisis', 'cause', 'solve_problem', 'large', 'effort', 'difficulty', 'create']",31,?_?,,
3345,1986,Dem,65,"['king', 'dr_king', 'martin_luther', 'dream', 'nation', 'holiday', 'justice', 'civil_right', 'dr_martin', 'luther_king', 'man', 'freedom', 'great', 'life', 'honor', 'equality', 'birthday', 'live', 'peace', 'national']",64,?_?,,
3356,1986,Dem,76,"['cost', 'pay', 'taxpayer', 'cap', 'water', 'fee', 'additional', 'require', 'more', 'estimate', 'price', 'interest', 'high', 'amount', 'dollar', 'reduce', 'purchase', 'federal_government', 'figure', 'saving']",40,?_costs,,
3357,1986,Dem,77,"['study', 'future', 'market', 'cattleman', 'center', 'recommendation', 'cattle', 'nuclear_winter', 'trauma', 'delete', 'cftc', 'poll', 'river', 'research', 'site', 'conduct', 'base', 'senator', 'proposal', 'investigation']",120,?_?,,
3371,1987,Dem,11,"['system', 'farm_credit', 'borrower', 'secondary_market', 'provide', 'credit', 'assistance', 'reform', 'agricultural_credit', 'fcs', 'aviation', 'capital', 'district', 'lender', 'federal', 'establish', 'association', 'farmer', 'restructuring', 'board']",42,?_?,,
3372,1987,Dem,12,"['homeless', 'shelter', 'homelessness', 'family', 'provide', 'emergency', 'street', 'emergency_shelter', 'assistance', 'food', 'federal', 'food_assistance', 'hunger', 'mental_health', 'emergency_food', 'homeless_population', 'help', 'food_stamp', 'city', 'sleep']",70,?_?,homelessness,social welfare
3373,1987,Dem,13,"['service', 'old_american', 'community', 'elderly', 'center', 'provide', 'senior', 'old', 'senior_citizen', 'meal', 'social', 'health', 'age', 'reauthorization', 'new', 'frail_elderly', 'receive', 'indian', 'individual', 'include']",30,?_?,elderly care,social welfare
3390,1987,Dem,30,"['housing', 'unit', 'public_housing', 'community_development', 'hud', 'home', 'tenant', 'rent', 'mortgage', 'assist', 'family', 'voucher', 'lowincome', 'elderly', 'assistance', 'income', 'nehemiah', 'fha', 'gonzalez', 'live']",43,housing_?,general,housing
3399,1987,Dem,39,"['cost', 'carrier', 'c17', 'pay', 'navy', 'saving', 'contract', 'competition', 'airlift', 'reduce', 'estimate', 'aircraft', 'save', 'taxpayer', 'production', 'capability', 'dollar', 'require', 'buy', 'c5']",40,?_costs,,
3402,1987,Dem,42,"['policy', 'economic', 'central_america', 'region', 'fiscal', 'interest', 'develop', 'goal', 'pursue', 'change', 'dairy', 'clear', 'national', 'foreign_policy', 'nation', 'fail', 'dollar', 'lead', 'regard', 'respect']",80,?_?,,
3406,1987,Dem,46,"['problem', 'solution', 'solve', 'face', 'part', 'find', 'effort', 'serious', 'many', 'study', 'abuse', 'attention', 'approach', 'serious_problem', 'more', 'real', 'difficult', 'way', 'cause', 'step']",31,?_?,,
3407,1987,Dem,47,"['river', 'wild_scenic', 'king_river', 'dam', 'national', 'merced', 'segment', 'water', 'main', 'portion', 'study', 'stem', 'canyon', 'preserve', 'foot', 'area', 'national_park', 'south_fork', 'king', 'designation']",120,?_?,general,public lands
3413,1987,Dem,53,"['use', 'polygraph', 'purpose', 'safety_belt', 'lie_detector', 'tool', 'use_polygraph', 'gadget', 'chemical_weapon', 'weapon', 'available', 'fuel', 'transfer', 'district_columbia', 'require', 'paint', 'unreliable', 'intent', 'purchase', 'well']",34,?_?,,
3421,1987,Dem,61,"['provision', 'provide', 'title', 'waiver', 'include', 'require', 'contain', 'substitute', 'authority', 'assistance', 'waive', 'requirement', 'prohibit', 'adopt', 'such', 'rule_waive', 'necessary', 'xxi', 'chairman_rank', 'general']",70,?_?,,
3459,1988,Dem,19,"['river', 'wild_scenic', 'segment', 'dam', 'water', 'designation', 'protection', 'wilderness', 'columbia_river', 'mile', 'conservation', 'protect', 'national', 'scenic', 'recreational', 'study', 'foot', 'creek', 'corridor', 'impact']",120,?_?,general,public lands
3465,1988,Dem,25,"['black', 'history', 'month', 'contribution', 'nation', 'celebration', 'slave', 'king', 'struggle', 'memorial', 'celebrate', 'life', 'achievement', 'first', 'freedom', 'equality', 'february', 'white', 'commemorate', 'great']",64,?_?,,
3466,1988,Dem,26,"['homeless', 'housing', 'assistance', 'shelter', 'mckinney_act', 'homelessness', 'grant', 'mckinney_homeless', 'block_grant', 'emergency_shelter', 'community', 'homeless_assistance', 'mental_health', 'city', 'unit', 'stewart_b', 'hud', 'individual', 'mckinney', 'nation']",43,housing_?,general,housing
3469,1988,Dem,29,"['service', 'community', 'legal', 'public', 'public_health', 'essential_air', 'health', 'serve', 'corporation', 'air', 'assistance', 'telephone', 'health_human', 'neighborhood', 'dedicated', 'weather', 'resident', 'board', 'postal_service', 'revise_extend']",30,?_?,,
3480,1988,Dem,40,"['system', 'rail', 'radar', 'nrc', 'trauma_care', 'railroad', 'trauma', 'phase', 'rail_garrison', 'midgetman', 'trail', 'mx', 'missile', 'interceptor', 'emergency', 'telephone', 'preference', 'development', 'effective', 'groundbase']",42,?_?,,
3492,1988,Dem,52,"['study', 'pay', 'wage', 'dick', 'classification_system', 'equitable', 'dick_conlon', 'federal_government', 'pay_equity', 'job', 'discrimination', 'minority', 'group', 'practice', 'democratic', 'woman', 'consultant', 'federal_employee', 'determine', 'fact']",120,?_?,,
3507,1988,Dem,67,"['problem', 'solution', 'lot', 'face', 'number', 'many', 'solve', 'next_year', 'give', 'crisis', 'concern', 'way', 'create', 'difficulty', 'hope', 'attention', 'most', 'approach', 'kind', 'example']",31,?_?,,
3520,1989,Dem,0,"['world', 'nation', 'economic', 'international', 'great', 'debt', 'united', 'development', 'new', 'third_world', 'live', 'free', 'face', 'future', 'resource', 'more', 'india', 'human_right', 'lead', 'global_warming']",64,?_?,,
3548,1989,Dem,28,"['provide', 'assistance', 'request', 'administration', 'additional', 'chairman_rank', 'minority_member', 'substitute', 'open_rule', 'full', 'motion_recommit', 'assist', 'amount', 'foreign_affair', 'nature_substitute', 'authorization', 'appropriation', 'international', 'adopt', 'agency']",70,?_?,,
3555,1989,Dem,35,"['service', 'legal', 'national_park', 'health_human', 'postal_service', 'amtrak', 'volunteer', 'operator', 'department', 'nurse', 'department_labor', 'vista', 'include', 'director', 'former', 'community', 'information', 'charge', 'park', 'corporation']",30,?_?,,
3565,1989,Dem,45,"['system', 'missile', 'midgetman', 'mx', 'mobile', 'rail_garrison', 'warhead', 'soviet', 'rail', 'deploy', 'railroad', 'build', 'icbm', 'deployment', 'sdi', 'survivable', 'argument', 'negotiate', 'capability', 'transportation']",42,?_?,procurement,defense
3566,1989,Dem,46,"['budget_authority', 'outlay', 'budget_resolution', 'discretionary', '302', 'fiscal_year', 'spending', 'subdivision', 'agreement', 'allocation', 'total', 'level', 'target', 'new', 'provide', 'credit', 'ceiling', 'estimate', 'authority', 'entitlement']",70,?_?,national budget,macroeconomics
3576,1989,Dem,56,"['policy', 'administration', 'energy', 'angola', 'public', 'refugee', 'bush_administration', 'national', 'region', 'decision', 'change', 'interest', 'unita', 'development', 'foreign_policy', 'oil_import', 'last', 'major', 'voice', 'current']",80,?_?,,
3578,1989,Dem,58,"['cost', 'taxpayer', 'bailout', 'estimate', 'grammrudman', 'saving', 'basis', 'more', 'save', 'expensive', 'borrow', 'plan', 'pay', 'additional', 'presidio', 'onbudget', 'high', 'total', 'american_taxpayer', 'financing']",40,?_costs,,
3582,1989,Dem,62,"['housing', 'hud', 'homeless', 'reform', 'home', 'fha', 'low_income', 'unit', 'loan', 'public_housing', 'consultant', 'rent', 'mortgage', 'poor', 'affordable_housing', 'housing_urban', 'homeownership', 'crisis', 'housing_unit', 'lowincome']",43,housing_?,general,housing
3589,1989,Dem,69,"['problem', 'select_committee', 'waste', 'hunger', 'recycling', 'effort', 'plan', 'solution', 'create', 'face', 'recycle', 'approach', 'crisis', 'proposal', 'way', 'epa', 'solve', 'serious', 'indicate', 'find']",31,?_?,,
3606,1990,Dem,6,"['world', 'nation', 'economic', 'great', 'international', 'democracy', 'new', 'economy', 'change', 'war', 'saddam_hussein', 'threat', 'future', 'japan', 'europe', 'eastern_europe', 'opportunity', 'persian_gulf', 'iraq', 'freedom']",64,?_?,,
3623,1990,Dem,23,"['housing', 'public_housing', 'home', 'affordable_housing', 'unit', 'homeless', 'mortgage', 'fha', 'owner', 'hud', 'tenant', 'prepayment', 'development', 'property', 'lowincome', 'rent', 'manufacture', 'homeownership', 'rental_housing', 'home_ownership']",43,housing_?,general,housing
3625,1990,Dem,25,"['service', 'community', 'youth', 'national', 'volunteer', 'corps', 'library', 'public', 'young_people', 'agency', 'conservation', 'serve', 'benefit', 'grant', 'organization', 'individual', 'social', 'perform', 'council', 'establish']",30,?_?,,
3643,1990,Dem,43,"['disabled', 'american_disability', 'ada', 'disability', 'accessible', 'society', 'discrimination', 'public_accommodation', 'individual', 'opportunity', 'citizen', 'car', 'bus', 'life', 'disabled_person', 'remedy', 'person', 'employment', 'protection', 'person_disability']",70,?_?,dissabilities,labor
3660,1990,Dem,60,"['provide', 'assistance', 'fiscal_year', 'request', 'level', 'amount', 'administration', 'authorization', 'include', 'budget_authority', 'such', 'authority', 'additional', 'available', 'contain', 'necessary', 'account', 'appropriate', 'development', 'recommend']",70,?_?,,
3670,1990,Dem,70,"['problem', 'face', 'study', 'solve', 'help', 'serious', 'solution', 'cause', 'real', 'give', 'serious_problem', 'approach', 'few', 'correct', 'way', 'moment', 'solve_problem', 'begin', 'ice', 'more']",31,?_?,,
3674,1990,Dem,74,"['river', 'land', 'study', 'wild_scenic', 'area', 'wilderness', 'national_park', 'acre', 'park', 'protect', 'forest_service', 'county', 'fork', 'national_forest', 'management', 'indian', 'national', 'canyon', 'mining', 'protection']",120,?_?,general,public lands
3680,1991,Dem,0,"['fact', 'understand', 'problem', 'like', 'way', 'suggest', 'hope', 'kind', 'situation', 'speak', 'word', 'happen', 'position', 'body', 'find', 'believe', 'part', 'concern', 'reclaim_time', 'correct']",31,?_?,,
3719,1991,Dem,39,"['service', 'post_office', 'civil', 'old_american', 'november', 'health_human', 'elderly', 'april', 'public', 'whitten', 'october', 'individual', 'old', 'age', 'care', 'community', 'serve', 'begin', 'health', 'receive']",30,?_?,,
3731,1991,Dem,51,"['world', 'nation', 'new', 'united', 'economic', 'peace', 'great', 'future', 'change', 'stand', 'own', 'international', 'power', 'freedom', 'democracy', 'free', 'strong', 'large', 'history', 'economy']",64,?_?,human rights,international affairs
3736,1991,Dem,56,"['provide', 'assistance', 'general', 'substitute', 'chairman_rank', 'additional', 'minority_member', 'divide_control', 'motion_recommit', 'open_rule', 'nature_substitute', 'instruction', 'include', 'require', 'benefit', 'purpose', 'addition', 'debatable', 'urge_adoption', 'original']",70,?_?,,
3744,1991,Dem,64,"['cost', 'estimate', 'ally', 'contribution', 'taxpayer', 'dollar', 'saving', 'term', 'require', 'gao', 'burden', 'offset', 'federal_government', 'operation_desert', 'additional', 'much', 'financial', 'ssc', 'congressional_budget', 'result']",40,?_costs,,
3755,1991,Dem,75,"['give', 'opportunity', 'chance', 'authority', 'more', 'well', 'right', 'willing', 'hope', 'least', 'able', 'power', 'reason', 'same', 'word', 'other_side', 'blank_check', 'option', 'speak', 'mean']",77,?_?,,
3816,1992,Dem,56,"['service', 'post_office', 'health', 'civil', 'mental_health', 'substance_abuse', 'health_human', 'treatment', 'national', 'public', 'indian', 'grant', 'old_american', 'receive', 'block_grant', 'alcohol_drug', 'such', 'u_postal', 'improve', 'abuse_mental']",30,?_?,,
3819,1992,Dem,59,"['housing', 'community', 'development', 'home', 'homeless', 'elderly', 'public_housing', 'grant', 'resident', 'affordable_housing', 'assistance', 'cdbg', 'help', 'mortgage', 'hud', 'assist', 'development_block', 'problem', 'area', 'homeless_veteran']",43,housing_?,general,housing
3820,1992,Dem,60,"['like', 'way', 'problem', 'understand', 'hope', 'fact', 'kind', 'side', 'word', 'give', 'happen', 'find', 'speak', 'gentleman_yield', 'able', 'tonight', 'last', 'respect', 'many', 'lot']",31,?_?,,
3830,1992,Dem,70,"['nation', 'world', 'economic', 'future', 'economy', 'opportunity', 'great', 'new', 'threat', 'policy', 'war', 'face', 'international', 'effort', 'peace', 'build', 'investment', 'challenge', 'begin', 'strong']",64,?_?,,
3846,1993,Dem,6,"['economy', 'economic', 'nation', 'investment', 'future', 'invest', 'president_clinton', 'recovery', 'infrastructure', 'growth', 'economic_growth', 'recession', 'real', 'grow', 'opportunity', 'longterm', 'provide', 'world', 'create', 'rate']",64,?_?,general,macroeconomics
3851,1993,Dem,11,"['service', 'national', 'trust', 'volunteer', 'serve', 'participant', 'young_people', 'provide', 'educational', 'youth', 'organization', 'receive', 'immigration', 'benefit', 'education_labor', 'college', 'corps', 'peace_corps', 'corp', 'student']",30,?_?,,
3885,1993,Dem,45,"['give', 'opportunity', 'chance', 'lineitem_veto', 'power', 'today', 'dream', 'fair', 'full', 'life', 'speak', 'able', 'flexibility', 'young_people', 'poor', 'reclaim_time', 'same', 'democrat', 'young', 'live']",77,?_?,,
3898,1993,Dem,58,"['problem', 'system', 'border', 'solution', 'select_committee', 'face', 'solve', 'immigration', 'drug', 'environmental', 'many', 'create', 'narcotic', 'exist', 'hunger', 'abuse', 'confront', 'seem', 'effort', 'way']",31,?_?,,
3900,1993,Dem,60,"['cost', 'pay', 'estimate', 'dollar', 'save', 'mandate', 'much', 'saving', 'price', 'afford', 'more', 'taxpayer', 'additional', 'cover', 'rate', 'less', 'missile', 'cbo', 'federal', 'reduce']",40,?_costs,,
3909,1993,Dem,69,"['provide', 'request', 'agency', 'administration', 'authority', 'department', 'include', 'amount', 'authorization', 'grant', 'assistance', 'appropriate', 'fiscal_year', 'general', 'account', 'office', 'level', 'additional', 'recommend', 'available']",70,?_?,,
3941,1994,Dem,21,"['cost', 'more', 'c17', 'taxpayer', 'federal_government', 'estimate', 'cover', 'criminal_alien', 'reimburse', 'responsibility', 'reduce', 'presidio', 'government', 'incarcerate', 'aircraft', 'printing', 'loan', 'saving', 'afford', 'immigration']",40,?_costs,,
3957,1994,Dem,37,"['provide', 'service', 'assistance', 'include', 'level', 'general', 'amount', 'minority_member', 'authority', 'national', 'area', 'chairman_rank', 'divide_control', 'require', 'open_rule', 'resource', 'organization', 'total', 'recommend', 'ensure']",70,?_?,,
3968,1994,Dem,48,"['black', 'democracy', 'africanamerican', 'nation', 'freedom', 'history', 'world', 'south_africa', 'voting_right', 'great', 'white', 'stand', 'life', 'civil_right', 'justice', 'election', 'fight', 'today', 'human_right', 'free']",64,?_?,discrimination,civil rights
3979,1994,Dem,59,"['problem', 'border', 'solve', 'immigration', 'area', 'face', 'solution', 'number', 'sure', 'help', 'real', 'happy', 'raise', 'population', 'proposal', 'concern', 'find', 'kind', 'serious', 'reason']",31,?_?,,
3982,1994,Dem,62,"['system', 'public', 'current', 'water', 'selective_service', 'resource', 'improve', 'registration', 'change', 'inspection', 'financial', 'banking', 'well', 'meat_poultry', 'railroad', 'new', 'reemployment', 'fix', 'build', 'government']",42,?_?,,
4011,1995,Dem,11,"['nation', 'world', 'france', 'democracy', 'cuba', 'french', 'international', 'great', 'united', 'aid', 'history', 'nuclear', 'assistance', 'interest', 'pacific', 'community', 'cyprus', 'island', 'africa', 'nuclear_bomb']",64,?_?,,
4012,1995,Dem,12,"['housing', 'public_housing', 'live', 'community', 'elderly', 'homeless', 'poor', 'hud', 'provide', 'aid', 'rent', 'service', 'assistance', 'drug', 'home', 'fair_housing', 'affordable_housing', 'facility', 'development', 'assist_housing']",43,housing_?,general,housing
4027,1995,Dem,27,"['mandate', 'unfunded_mandate', 'cost', 'local_government', 'federal_government', 'local', 'unfunded', 'require', 'county', 'private_sector', 'impose', 'city', 'impact', 'government', 'requirement', 'clean_air', 'responsibility', 'effect', 'burden', 'gentleman_virginia']",40,?_costs,,
4040,1995,Dem,40,"['give', 'opportunity', 'chance', 'notice', 'choice', 'more', 'majority_leader', 'option', 'idea', 'rich', 'credit', 'same', 'honest', 'power', 'space_station', 'stand', 'assurance', 'set', 'little_bit', 'seem']",77,?_?,,
4050,1995,Dem,50,"['open_rule', 'open', 'closed_rule', 'cap', 'promise', 'new', 'limit', 'close', 'restrictive', 'full', 'fair', 'able', 'gag_rule', 'wide', 'idea', 'openness', 'closed', 'participate', 'last_year', 'same']",70,?_?,,
4057,1995,Dem,57,"['way', 'business', 'find', 'read', 'wrong', 'long', 'same', 'run', 'fair', 'make_sure', 'possible', 'handle', 'single', 'whole', 'seem', 'suppose', 'well', 'opportunity', 'certain', 'show']",65,?_?,,
4061,1995,Dem,61,"['system', 'health_care', 'park', 'service', 'national_park', 'current', 'retirement', 'provide', 'hospital', 'fix', 'believe', 'quality', 'deploy', 'fraud_abuse', 'improve', 'vocational_rehabilitation', 'groundbase', 'interceptor', 'many', 'create']",42,?_?,,
4069,1995,Dem,69,"['mean', 'more', 'suggest', 'guess', 'lot', 'list', 'one', 'full', 'figure', 'wrong', 'cannot', 'person', 'decide', 'major', 'less', 'few', 'amount', 'couple', 'last_year', 'cruel']",65,?_?,,
4071,1995,Dem,71,"['problem', 'area', 'part', 'create', 'real', 'solve', 'exist', 'reclaim_time', 'solution', 'reason', 'cause', 'fix', 'situation', 'major', 'specific', 'face', 'approach', 'concern', 'example', 'lot']",31,?_?,,
4083,1996,Dem,3,"['service', 'community', 'americorps', 'provide', 'national', 'opportunity', 'young_people', 'health', 'help', 'area', 'center', 'many', 'serve', 'effort', 'city', 'development', 'county', 'volunteer', 'teenager', 'teen']",30,?_?,,
4101,1996,Dem,21,"['cost', 'taxpayer', 'estimate', 'refugee', 'reduce', 'dollar', 'insure', 'unfunded_mandate', 'require', 'net', 'add', 'save', 'shift', 'save_money', 'page', 'congressional_budget', 'additional', 'benefit', 'saving', 'cover']",40,?_costs,,
4103,1996,Dem,23,"['housing', 'public_housing', 'rent', 'housing_authority', 'brooke_amendment', 'poor', 'tenant', 'resident', 'income', 'live', 'homeless', 'cap', 'goal', 'hud', 'manager', 'disabled', 'policy', 'pet', 'provide', 'assist_housing']",43,housing_?,general,housing
4116,1996,Dem,36,"['default', 'debt_ceiling', 'debt_limit', 'credit_rating', 'credit', 'clean', 'debt', 'social_security', 'full_faith', 'march', 'nation', 'bond', 'obligation', 'extend', 'balanced_budget', 'financial', 'hostage', 'month', 'play', 'interest_rate']",94,?_?,national budget,macroeconomics
4130,1996,Dem,50,"['english', 'learn_english', 'speak', 'speak_english', 'immigrant', 'learn', 'common', 'english_language', 'spanish', 'nation', 'official', 'bilingual_education', 'class', 'diversity', 'communicate', 'proficient', 'write', 'english_official', 'world', 'teach']",64,?_?,,
4139,1996,Dem,59,"['system', 'defense', 'water', 'groundbase', 'deploy', 'deployment', 'ballistic_missile', 'missile_defense', 'verification_system', 'national_missile', 'approach', 'missile', 'concern', 'well', 'fix', 'current', 'change', 'treaty', 'provide', 'manage_care']",42,?_?,procurement,defense
4140,1996,Dem,60,"['give', 'opportunity', 'raise', 'martial_law', 'spectrum', 'right', 'authority', 'unprecedented', 'speech', 'wealthy', 'tax_break', 'person', 'power', 'value', 'young_people', 'today', 'reason', 'broadcaster', 'chance', 'reclaim_time']",77,?_?,,
4151,1996,Dem,71,"['way', 'understand', 'problem', 'kind', 'mean', 'hope', 'lot', 'happen', 'find', 'believe', 'able', 'right', 'many', 'word', 'part', 'run', 'body', 'start', 'respect', 'course']",65,?_?,,
4172,1997,Dem,12,"['public_housing', 'housing', 'poor', 'housing_authority', 'rent', 'income', 'unit', 'homeless', 'live', 'volunteer', 'tenant', 'authority', 'hud', 'suggest', 'requirement', 'resident', 'poor_poor', 'policy', 'affordable_housing', 'care']",43,housing_?,general,housing
4183,1997,Dem,23,"['census', 'sampling', 'sample', 'undercount', 'use', 'census_bureau', 'statistical_sampling', 'mollohanshay', 'accurate', 'population', 'accurate_count', 'method', 'science', 'statistical', 'fair_accurate', 'accurate_census', 'miss', 'accuracy', 'national_academy', 'minority']",34,?_?,,
4203,1997,Dem,43,"['legal', 'service', 'corporation', 'justice', 'case', 'mollohanfox', 'access', 'attorney', 'client', 'poor', 'grantee', 'civil', 'domestic_violence', 'representation', 'lawyer', 'abuse', 'equal', 'equal_access', 'restriction', 'seek']",30,?_?,,
4205,1997,Dem,45,"['patent', 'inventor', 'system', 'small_inventor', 'publication', 'small_business', 'file', 'publish', 'substitute', 'secret', 'invention', 'protect', 'submarine_patent', 'rohrabacher', 'patent_office', 'protection', 'idea', 'intellectual_property', 'university', 'change']",42,?_?,,
4227,1997,Dem,67,"['nation', 'world', 'united', 'international', 'trade', 'interest', 'economic', 'economy', 'peace', 'heritage', 'democracy', 'treaty', 'security', 'future', 'national', 'organization', 'policy', 'body', 'value', 'vital']",64,?_?,,
4230,1997,Dem,70,"['way', 'good', 'problem', 'understand', 'hope', 'lot', 'kind', 'mean', 'happen', 'change', 'side', 'able', 'find', 'believe', 'feel', 'side_aisle', 'idea', 'seem', 'start', 'make_sure']",31,?_?,,
4237,1997,Dem,77,"['provide', 'administration', 'assistance', 'appropriation', 'include', 'effort', 'additional', 'fiscal_year', 'request', 'concern', 'resource', 'staff', 'ensure', 'service', 'level', 'agency', 'full', 'development', 'appropriate', 'opportunity']",70,?_?,,
4262,1998,Dem,22,"['nation', 'united', 'world', 'international', 'history', 'taiwan', 'organization', 'great', 'stand', 'national', 'effort', 'ocean', 'community', 'freedom', 'economic', 'free', 'pacific', 'large', 'strong', 'democratic']",64,?_?,,
4267,1998,Dem,27,"['bankruptcy', 'credit_card', 'debt', 'debtor', 'creditor', 'chapter', 'company', 'credit', 'support_alimony', 'consumer', 'bankruptcy_reform', 'payment', 'file_bankruptcy', 'personal_responsibility', 'test', 'owe', 'interest_rate', 'responsible', 'filer', 'alimony']",94,?_?,general,domestic commerce
4272,1998,Dem,32,"['service', 'legal', 'corporation', 'provide', 'poor', 'permanent_resident', 'mollohanfox', 'assistance', 'national_park', 'help', 'serve', 'access', 'justice', 'lawyer', 'attorney', 'client', 'volunteer', 'rise_support', 'requisite_number', 'restore']",30,?_?,,
4293,1998,Dem,53,"['problem', 'computer', 'face', 'number', 'reclaim_time', 'study', 'solution', 'area', 'solve', 'real', 'correct', 'salton_sea', 'fix', 'solve_problem', 'mexico', 'lot', 'more', 'fix_problem', 'administration', 'create']",31,?_?,,
4297,1998,Dem,57,"['housing', 'provide', 'public_housing', 'help', 'homeless', 'live', 'assistance', 'emergency', 'fha', 'hud', 'home', 'aid', 'community', 'poor', 'affordable_housing', 'hope', 'new', 'appropriation', 'offset', 'rent']",43,housing_?,general,housing
4306,1998,Dem,66,"['system', 'change', 'political', 'current', 'step', 'defense', 'believe', 'fix', 'computer', 'new', 'penalty', 'ballistic_missile', 'national', 'cost', 'special_interest', 'start', 'improve', 'missile_defense', 'vera', 'theater_missile']",42,?_?,,
4313,1998,Dem,73,"['opportunity', 'give', 'deny', 'able', 'chance', 'hope', 'full', 'same', 'participate', 'minority', 'limit', 'young_people', 'provide', 'review', 'kid', 'make_sure', 'interest', 'special', 'fair', 'various']",77,?_?,,
